,events,fuel,id,staff
164,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 4, 4, 2, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 5, 0, 1, 1, 0, 0, 0, 4, 1, 2, 0, 1, 1, 3, 1, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22.73, 0.0, nan, 0.0, nan, nan, nan, 16.36, nan, 10.01, nan, nan, nan, 18.18, nan, 18.18, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, nan, 13.0, nan, nan, 31.82, 0.48, nan, 0.0, 27.27, nan, nan, nan, 0.0, 36.36, 0.0, nan, 36.36, 27.05, 0.0, 0.0, nan, nan, nan, nan]",21-8B2-4202,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 1.0, nan, 1.0, nan, nan, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, 1.0, 1.0, 2.0, nan, nan, 1.0, nan, nan, nan, 1.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, nan, nan, 1.0, 0.0, 3.0, nan, 0.0, 0.0, 1.0, 1.0, nan, nan, nan, nan]"
165,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 15, 6, 11, 23, 8, 20, 6, 17, 4, 5, 6, 0, 2, 1, 2, 6, 2, 3, 1, 1, 2, 2, 4, 4, 4, 4, 3, 1, 2, 4, 3, 6, 0, 5, 5, 2, 3, 4, 2, 3, 3, 3, 3, 1, 2, 3, 2, 2, 5, 7, 3, 3, 3, 3, 4, 3, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 36.36, 0.0, 13.8, 48.49, 0.0, 0.0, 0.0, 0.0, 11.17, 0.0, 23.55, 23.55, 23.31, nan, 22.73, 22.73, 23.85, 27.05, 23.07, 11.0, 25.05, 23.61, 35.42, 20.79, 23.07, 23.61, 23.61, 23.07, 22.73, 23.61, 23.61, 22.78, 23.13, 22.39, nan, 23.13, 24.87, 11.19, 34.69, 9.09, 28.32, 9.09, 22.34, 22.39, 54.55, 9.09, 33.5, 27.27, 33.75, 45.45, 45.45, 11.22, 22.5, 23.01, 27.27, 22.5, 22.27, 11.3, nan, nan, nan, nan]",21-8B2-422,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]"
166,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 8, 8, 1, 5, 2, 5, 13, 4, 12, 5, 5, 2, 6, 9, 5, 3, 6, 7, 3, 2, 5, 5, 2, 2, 10, 3, 10, 5, 6, 2, 8, 3, 8, 2, 9, 2, 9, 21, 5, 5, 1, 6, 5, 8, 9, 8, 2, 9, 2, 4, 4, 9, 6, 3, 2, 5, 11, 8, 3, 1, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 35.22, 23.31, 0.0, 23.31, 23.31, 24.11, 20.97, 22.78, 0.0, 0.0, 0.0, 36.85, 36.36, 33.49, 40.91, 23.13, 13.53, 22.55, 29.09, 0.0, 24.63, 11.89, 10.23, 11.89, 11.89, 36.36, 7.14, 9.52, 32.68, 32.06, 3.88, 11.84, 35.05, 0.0, 7.01, 11.68, 20.95, 11.5, 34.95, 8.05, 30.9, 33.84, 11.5, 0.0, 36.36, 0.0, 11.39, 0.0, 22.77, 31.85, 11.25, 11.25, 21.85, 40.2, 0.0, 7.87, 11.25, 11.25, 18.55, 17.82, 33.09, 15.33, nan, nan, nan, nan]",21-8B2-4257,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]"
167,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 10, 4, 4, 0, 4, 3, 2, 2, 5, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 34.96, nan, 0.0, 34.96, 34.96, 29.62, 0.0, 22.78, nan, nan, nan, 12.05, 9.09, nan, nan, nan, nan, nan, nan, nan, nan, nan, 27.98, 34.35, nan, 11.39, 11.84, 15.95, 11.77, nan, nan, nan, nan, nan, nan, nan, 30.14, 3.04, 43.49, nan, nan, nan, 11.39, 11.3, nan, 0.0, 37.37, nan, nan, 3.15, 11.25, nan, 21.85, 17.95, nan, nan, 10.79, nan, nan, nan, nan]",21-8B2-4281,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 1.0, 1.0, 0.0, nan, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, nan, 1.0, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, nan]"
168,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 2, 3, 3, 0, 2, 0, 0, 1, 3, 2, 3, 1, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, 24.24, 55.91, nan, 13.64, nan, nan, 54.55, nan, nan, 31.82, 24.11, 27.27, nan, nan, 45.45, nan, nan, nan, 45.45, nan, nan, 45.45, 9.52, 36.36, nan, 45.45, 50.0, nan, nan, 0.0, nan, 0.0, nan, 54.55, nan, nan, nan, 50.0, nan, 45.45, nan, 40.91, 36.36, nan, nan, nan, 63.64, 18.18, 22.73, nan, 50.0, nan, nan, 22.73, 22.73, 20.0, 0.0, 51.25, nan, nan, nan, nan, nan, nan]",21-8B2-4338,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, 1.0, nan, 1.0, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, nan, nan, nan, nan]"
169,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 2, 2, 3, 1, 3, 4, 0, 2, 1, 3, 4, 4, 2, 2, 2, 4, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 4, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 38.09, 35.53, 38.07, nan, 33.01, 27.3, 36.43, 38.08, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.44, 17.44, 17.43, 18.58, 17.34, 14.75, 12.23, 19.39, 19.4, 16.97, nan, 16.03, 9.7, 19.29, 18.08, 19.29, 19.19, 19.18, 23.79, 19.04, 18.93, 18.94, 19.08, 19.08, 23.86, 19.08, 19.08, 19.09, 12.8, 18.93, 0.0, nan, nan, nan, nan, nan]",21-8B2-4449,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, nan, nan, nan, nan, nan]"
170,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 4, 2, 2, 1, 2, 1, 0, 2, 0, 3, 1, 1, 1, 2, 0, 2, 2, 1, 0, 0, 1, 1, 2, 2, 1, 2, 2, 0, 2, 2, 1, 0, 2, 1, 3, 2, 1, 1, 3, 0, 2, 1, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 22.9, 40.45, 33.24, 22.73, 31.86, 35.72, 22.45, nan, 18.18, nan, 27.27, 18.18, 18.18, 18.18, 32.99, nan, 9.52, 18.18, 18.18, nan, nan, 27.27, 27.27, 27.27, 27.27, 27.27, 27.27, 13.73, nan, 22.73, 27.27, 27.27, nan, 0.0, 27.27, 27.61, 23.01, 27.27, 27.27, 36.26, nan, 31.82, 27.27, nan, 22.73, 36.36, 18.18, 22.73, 27.27, 36.36, 31.82, 36.36, nan, nan, 22.73, nan, 22.73, nan, nan, nan, nan]",21-8B2-4462,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, nan, nan, nan]"
171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 2, 3, 0, 1, 0, 2, 1, 0, 1, 2, 0, 1, 0, 2, 0, 4, 0, 1, 1, 2, 0, 2, 1, 1, 3, 3, 1, 1, 0, 1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 2, 0, 3, 0, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 0, 3, 2, 1, 2, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, 22.73, nan, nan, 27.88, 0.0, nan, 41.84, nan, 31.18, 22.73, nan, 36.25, 23.71, nan, 11.77, nan, 38.56, nan, 11.89, nan, 12.18, 12.08, 12.08, nan, 27.3, 12.08, 35.48, 12.08, 0.0, 12.07, 23.21, nan, 12.08, 27.3, nan, 38.22, 13.33, 23.61, 23.61, 13.64, 13.14, nan, 14.16, nan, 18.18, nan, 36.25, 11.65, 20.72, 18.18, nan, 23.31, 18.18, 11.71, nan, 11.71, nan, 33.85, 11.71, 11.71, 36.36, nan, nan, nan, nan, nan]",21-8B2-4551,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 0.0, nan, nan, 0.0, 1.0, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan]"
172,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 0, 1, 0, 0, 0, 1, 1, 2, 1, 0, 15, 15, 0, 18, 6, 6, 1, 1, 8, 4, 5, 0, 1, 7, 1, 1, 2, 1, 1, 11, 11, 25, 12, 8, 2, 2, 3, 1, 0, 0, 0, 1, 1, 4, 0, 2, 1, 2, 2, 8, 6, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.21, 34.26, 72.09, nan, nan, 27.27, nan, nan, nan, 32.78, 25.18, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 31.56, 31.49, 31.5, 0.0, 0.0, 0.0, 18.65, nan, 4.6, 0.0, 20.52, 41.04, 0.0, 41.05, 57.94, 19.78, 0.0, 36.95, 0.0, 22.78, 22.78, 22.67, 22.67, 22.67, nan, nan, nan, 16.8, 22.55, 13.17, nan, 20.3, 22.55, 37.67, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan]",21-8B2-4558,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, 1.0, 1.0, nan, 1.0, 1.0, nan, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, nan, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, nan, nan, nan, nan, nan]"
173,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 6, 2, 5, 2, 2, 3, 1, 1, 3, 3, 5, 2, 5, 1, 2, 6, 1, 10, 2, 3, 2, 5, 1, 2, 5, 2, 2, 6, 1, 2, 2, 3, 5, 3, 9, 6, 2, 0, 2, 2, 3, 1, 2, 9, 5, 3, 4, 11, 6, 2, 7, 8, 4, 2, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 36.36, 31.82, 30.46, 31.82, 31.82, 45.45, 36.36, 35.6, 36.36, 45.45, 22.45, 0.0, 36.36, 40.91, 0.0, 12.89, 33.68, 0.0, 25.04, 0.0, 36.36, 21.64, 35.14, 23.43, 45.12, 36.36, 0.0, 32.2, 34.78, 40.91, 31.93, 72.37, 31.22, 0.0, 28.23, 36.36, 0.0, 71.17, 36.36, nan, 0.0, 18.18, 48.89, 28.05, 40.91, 0.0, 36.36, 0.0, 12.91, 0.0, 46.7, 45.45, 0.0, 0.0, 0.0, 11.65, nan, nan, nan, nan]",21-8B2-4559,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, nan, nan, nan, nan]"
174,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 5, 11, 8, 13, 2, 11, 7, 2, 7, 4, 11, 8, 4, 4, 4, 4, 3, 10, 8, 7, 2, 2, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 31.82, 38.65, 18.18, 24.55, 0.0, 0.0, 13.64, 0.0, 0.0, 21.95, 0.0, 32.24, 27.27, 18.18, 21.39, 10.7, 22.73, 11.25, 10.69, 22.73, 10.69, 36.36, 14.78, 0.0, nan, nan, nan, nan]",21-8B2-4721,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, nan, nan, nan, nan]"
175,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 3, 7, 4, 7, 7, 5, 11, 14, 13, 15, 13, 15, 13, 14, 12, 12, 12, 17, 9, 14, 6, 5, 4, 4, 3, 2, 2, 1, 4, 2, 0, 9, 1, 3, 5, 4, 6, 3, 5, 7, 2, 6, 4, 15, 12, 18, 15, 8, 13, 9, 15, 10, 14, 19, 0, 0, 0, 1]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 63.65, 36.36, 61.55, 28.21, 25.18, 23.55, 0.0, 18.18, 9.09, 22.17, 12.45, 9.09, 12.25, 9.09, 9.09, 13.64, 32.39, 40.91, 42.58, 9.09, 9.09, 13.64, 9.09, 32.39, 27.27, 36.36, 21.59, 32.39, 32.39, 21.59, 9.84, 4.55, nan, 45.45, 32.78, 45.45, 23.93, 9.09, 0.0, 32.78, 21.54, 8.13, 7.05, 9.09, 9.09, 23.36, 9.09, 47.91, 9.09, 9.09, 9.09, 21.44, 9.09, 9.09, 23.2, 0.0, nan, nan, nan, 18.18]",21-8B2-4810,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, nan, nan, nan, 0.0]"
