id,proba
21-186G-3118,0.2125
21-186G-3120,0.0
21-186G-3137,0.35625
21-186G-3138,0.0
21-186G-3146,0.0875
21-186G-3189,0.0
21-186G-3192,0.0
21-186G-3202,0.0
21-186G-3252,0.0
21-186G-3278,0.0
21-186G-3361,0.025
21-186G-3384,0.0625
21-186G-3388,0.0125
21-186G-3403,0.0
21-186G-3416,0.225
21-186G-3427,0.0
21-186G-3432,0.0
21-186G-3449,0.2125
21-186G-3451,0.0125
21-186G-3467,1.0
21-186G-3495,0.0125
21-186G-3543,0.0
21-186G-3566,0.0
21-186G-358,0.0125
21-186G-3640,0.55
21-186G-3644,0.0
21-186G-3651,0.0
21-186G-3652,0.0
21-186G-3660,0.1375
21-186G-3678,0.0625
21-186G-3688,0.0625
21-186G-3721,0.0
21-186G-3727,0.0
21-186G-3745,0.0
21-186G-3755,0.0
21-186G-3759,0.625
21-186G-3772,0.0
21-186G-3777,0.0
21-186G-3792,0.0
21-186G-3797,0.0
21-186G-381,0.1875
21-186G-3816,0.0
21-186G-3827,0.0
21-186G-3838,0.0
21-186G-3847,0.0375
21-186G-3930,0.05
21-186G-3973,0.1375
21-186G-4016,0.6625
21-186G-4024,0.0
21-186G-4031,0.85
21-186G-4049,0.0
21-186G-4072,0.4875
21-186G-4075,0.1125
21-186G-4080,0.1125
21-186G-4089,0.2125
21-186G-4093,0.0
21-186G-4111,0.0
21-186G-4126,0.1125
21-186G-4127,0.05
21-186G-4144,0.0
21-186G-4150,0.0
21-186G-4151,0.0
21-186G-4162,0.0
21-186G-4176,0.0
21-186G-4177,0.0
21-186G-4201,0.0875
21-186G-4215,0.0
21-186G-422,0.6875
21-186G-4256,0.2875
21-186G-426,0.0
21-186G-4261,0.0
21-186G-4272,0.0
21-186G-4273,0.125
21-186G-4322,0.0
21-186G-4343,0.0
21-186G-4370,0.0
21-186G-4371,0.075
21-186G-4380,0.3125
21-186G-4387,0.0
21-186G-4446,0.0
21-186G-4447,0.0
21-186G-4471,0.0
21-186G-4478,0.0
21-186G-4479,0.0
21-186G-4495,0.0375
21-186G-4508,0.0
21-186G-4512,0.675
21-186G-4573,0.85
21-186G-46,0.0
21-186G-4611,0.0
21-186G-462,0.15
21-186G-4668,0.0875
21-186G-4689,0.0375
21-186G-469,0.0125
21-186G-4736,0.0
21-186G-476,0.0
21-186G-4760,0.0
21-186G-4762,0.0
21-186G-4767,0.0
21-186G-4776,0.0875
21-186G-4784,0.5125
21-186G-4788,0.0
21-186G-4792,0.0125
21-186G-4793,0.0375
21-186G-4799,0.0
21-186G-4801,0.0
21-186G-4819,0.0
21-186G-4838,0.0
21-186G-4850,0.0
21-186G-4866,0.0
21-186G-4875,0.175
21-186G-494,0.7125
21-186G-4954,0.0
21-186G-496,0.125
21-186G-4977,0.0
21-186G-511,0.0125
21-186G-531,0.1875
21-186G-561,0.0
21-186G-571,0.0125
21-186G-594,0.0
21-186G-6,0.0
21-186G-603,0.0
21-186G-613,0.0125
21-186G-617,0.0
21-186G-625,0.0
21-186G-697,0.0375
21-186G-714,0.075
21-186G-730,0.2375
21-186G-737,0.0
21-186G-788,0.0375
21-186G-794,0.0375
21-186G-802,0.0
21-186G-852,0.0
21-186G-859,0.0125
21-186G-868,0.1
21-186G-869,0.0
21-186G-883,0.0
21-186G-892,0.0
21-186G-944,0.0
21-186G-970,0.0
21-186Z-105,0.05
21-186Z-1066,0.0
21-186Z-11,0.6125
21-186Z-1134,0.0
21-186Z-115,0.65
21-186Z-1167,0.0
21-186Z-1193,0.0
21-186Z-1196,0.0
21-186Z-1248,0.0125
21-186Z-1254,0.0125
21-186Z-1257,0.0
21-186Z-1294,0.45
21-186Z-1295,0.125
21-186Z-13,0.0
21-186Z-131,0.0
21-186Z-1311,0.725
21-186Z-1319,0.075
21-186Z-1320,0.275
21-186Z-133,0.0
21-186Z-1352,0.0
21-186Z-1371,0.0
21-186Z-141,0.0
21-186Z-1478,0.3375
21-186Z-1481,0.0
21-186Z-1482,0.375
21-186Z-1491,0.0
21-186Z-1492,0.225
21-186Z-1495,0.0
21-186Z-1498,0.0375
21-186Z-1503,0.0
21-186Z-1505,0.5875
21-186Z-1518,0.0
21-186Z-1530,0.0
21-186Z-1546,0.3
21-186Z-160,0.0
21-186Z-164,0.0
21-186Z-1679,0.175
21-186Z-1698,0.65
21-186Z-1717,0.18125
21-186Z-172,0.05
21-186Z-1720,0.2
21-186Z-1758,0.025
21-186Z-1849,0.35
21-186Z-1884,0.1875
21-186Z-1890,0.675
21-186Z-1905,0.0
21-186Z-1913,0.0
21-186Z-1922,0.175
21-186Z-1927,0.0
21-186Z-1940,0.375
21-186Z-1950,0.2375
21-186Z-2059,0.6
21-186Z-2106,0.625
21-186Z-2108,0.0
21-186Z-2124,0.0
21-186Z-22,0.0
21-186Z-2201,0.0
21-186Z-2210,0.0
21-186Z-2238,0.0
21-186Z-2254,0.0
21-186Z-2347,0.7625
21-186Z-2396,0.0
21-186Z-2416,0.55
21-186Z-2434,0.0
21-186Z-2466,0.0
21-186Z-2470,0.0
21-186Z-2499,0.0
21-186Z-2500,0.025
21-186Z-2521,0.0
21-186Z-2529,0.0
21-186Z-2613,0.0
21-186Z-2660,0.075
21-186Z-2710,0.0
21-186Z-272,0.0
21-186Z-2761,0.4
21-186Z-2772,0.0
21-186Z-2798,0.0
21-186Z-2813,0.0
21-186Z-2832,0.3
21-186Z-2913,0.5875
21-186Z-2952,0.2625
21-186Z-2953,0.0
21-186Z-298,0.0
21-186Z-2981,0.0
21-186Z-3008,0.0
21-186Z-3011,0.0
21-186Z-3031,0.0
21-186Z-3032,0.0
21-186Z-3039,0.2375
21-186Z-3102,0.0
21-186Z-3191,0.2125
21-186Z-3199,0.0
21-186Z-3224,0.0125
21-186Z-323,0.0625
21-186Z-3232,0.0
21-186Z-3265,0.0
21-186Z-3289,0.0125
21-186Z-3290,0.0
21-186Z-3301,0.0
21-186Z-3317,0.0
21-186Z-3339,0.0
21-186Z-3350,0.0
21-186Z-3373,0.15
21-186Z-3376,0.0
21-186Z-3377,0.175
21-186Z-3447,0.0
21-186Z-3453,0.0
21-186Z-3475,0.0
21-186Z-3484,0.0
21-186Z-350,0.0
21-186Z-3525,0.0125
21-186Z-3580,0.0
21-186Z-3582,0.525
21-186Z-3608,0.1375
21-186Z-3613,0.0
21-186Z-3623,0.0
21-186Z-3624,0.05
21-186Z-3639,0.0
21-186Z-3662,0.5375
21-186Z-3671,0.3875
21-186Z-3674,0.075
21-186Z-3690,0.1875
21-186Z-3720,0.0
21-186Z-3761,0.0
21-186Z-3781,0.0
21-186Z-3785,0.0
21-186Z-3789,0.0
21-186Z-3863,0.0
21-186Z-3873,0.0
21-186Z-3897,0.225
21-186Z-3931,0.0
21-186Z-3933,0.125
21-186Z-3934,0.2375
21-186Z-3954,0.0
21-186Z-3964,0.4375
21-186Z-4064,0.0
21-186Z-4073,0.0
21-186Z-4104,0.025
21-186Z-4115,0.0
21-186Z-4140,0.25
21-186Z-4145,0.1125
21-186Z-4166,0.0
21-186Z-4185,0.0
21-186Z-425,0.0
21-186Z-4269,0.0
21-186Z-430,0.15
21-186Z-4341,0.0
21-186Z-4351,0.0
21-186Z-4376,0.0
21-186Z-4389,0.0
21-186Z-4431,0.55
21-186Z-4433,0.0
21-186Z-4442,0.016666666666666666
21-186Z-4460,0.0
21-186Z-4466,0.0
21-186Z-448,0.0
21-186Z-4480,0.0
21-186Z-4534,0.025
21-186Z-4560,0.4375
21-186Z-4561,0.025
21-186Z-4591,0.0
21-186Z-4624,0.6625
21-186Z-4646,0.0
21-186Z-4682,0.0
21-186Z-4755,0.0
21-186Z-4764,0.0
21-186Z-4774,0.2875
21-186Z-4775,0.0
21-186Z-4778,0.0
21-186Z-4813,0.0
21-186Z-4834,0.025
21-186Z-4848,0.0
21-186Z-4889,0.0875
21-186Z-4914,0.0
21-186Z-4923,0.0
21-186Z-4925,0.0
21-186Z-4932,0.0
21-186Z-4936,0.0
21-186Z-4942,0.0
21-186Z-4979,0.0
21-186Z-528,0.0
21-186Z-618,0.175
21-186Z-670,0.0
21-186Z-74,0.375
21-186Z-756,0.0
21-186Z-775,0.0
21-186Z-842,0.0
21-186Z-859,0.3375
21-186Z-867,0.0
21-186Z-889,0.05
21-186Z-892,0.1375
21-186Z-94,0.3
21-186Z-948,0.0
21-186Z-95,0.0125
21-186Z-986,0.3625
21-1870-1031,0.0
21-1870-1046,0.6625
21-1870-1078,0.825
21-1870-1088,0.3
21-1870-1089,0.2625
21-1870-1093,0.0
21-1870-1140,0.55
21-1870-1151,0.0875
21-1870-1181,0.0
21-1870-1185,0.0
21-1870-1201,0.05
21-1870-122,0.0
21-1870-1243,0.0125
21-1870-1269,0.0
21-1870-1278,0.0
21-1870-1283,0.0
21-1870-1284,0.0
21-1870-1316,0.2875
21-1870-1335,0.0
21-1870-136,0.0125
21-1870-1375,0.6625
21-1870-141,0.0
21-1870-1428,0.0
21-1870-1431,0.0875
21-1870-1453,0.0
21-1870-1455,0.0375
21-1870-1465,0.0
21-1870-1491,0.0
21-1870-1498,0.2375
21-1870-1511,0.0
21-1870-1530,0.0
21-1870-1575,0.0
21-1870-1636,0.1875
21-1870-1653,0.8125
21-1870-1658,0.125
21-1870-1667,0.0125
21-1870-1682,0.0125
21-1870-1696,0.0
21-1870-1704,0.0
21-1870-1726,0.2625
21-1870-1731,0.3625
21-1870-1736,0.0
21-1870-1769,0.0
21-1870-1773,0.0
21-1870-1774,0.0
21-1870-1785,1.0
21-1870-1791,0.0
21-1870-1796,0.0
21-1870-1798,0.0
21-1870-182,0.5125
21-1870-1822,0.0
21-1870-1842,0.075
21-1870-1930,0.0
21-1870-1987,0.0125
21-1870-2009,0.0
21-1870-2028,0.0
21-1870-2069,0.0
21-1870-2073,0.0
21-1870-2082,0.8
21-1870-2132,0.0
21-1870-2135,0.0
21-1870-2143,0.275
21-1870-2153,0.0
21-1870-2185,0.0125
21-1870-2212,0.0
21-1870-2321,0.525
21-1870-2331,0.2375
21-1870-2339,0.0
21-1870-234,0.1625
21-1870-2344,0.075
21-1870-2347,0.1375
21-1870-2351,0.15
21-1870-2357,0.0
21-1870-2371,0.0
21-1870-2540,0.0
21-1870-2572,0.0
21-1870-2602,0.0
21-1870-2603,0.675
21-1870-2609,0.0
21-1870-2611,0.0
21-1870-2657,0.0625
21-1870-2664,0.0
21-1870-2670,0.0125
21-1870-2677,0.0
21-1870-2686,0.0
21-1870-2701,0.0
21-1870-2709,0.0
21-1870-2823,0.0
21-1870-2825,0.0
21-1870-2826,0.2375
21-1870-2853,0.0
21-1870-2882,0.0
21-1870-2901,0.0125
21-1870-2903,0.4125
21-1870-2904,0.0
21-1870-2913,0.675
21-1870-2914,0.0
21-1870-2915,0.8
21-1870-2917,0.05
21-1870-2930,0.1125
21-1870-2934,0.4
21-1870-2946,0.0
21-1870-2952,0.175
21-1870-2966,0.0
21-1870-2981,0.5
21-1870-2988,0.0
21-1870-300,0.05
21-1870-3010,0.0
21-1870-3016,0.5625
21-1870-3037,0.0
21-1870-306,0.0
21-1870-3119,0.225
21-1870-3280,0.0125
21-1870-3299,0.0
21-1870-332,0.0
21-1870-3321,0.0375
21-1870-3325,0.0
21-1870-3335,0.0
21-1870-3392,0.0125
21-1870-3464,0.0
21-1870-3467,0.075
21-1870-3473,0.0125
21-1870-356,0.0
21-1870-3585,0.1125
21-1870-361,0.15
21-1870-362,0.0
21-1870-3658,0.075
21-1870-3688,0.0
21-1870-3689,0.0
21-1870-3691,0.0
21-1870-3707,0.0
21-1870-3765,0.0
21-1870-377,0.0
21-1870-383,0.0
21-1870-386,0.2875
21-1870-3901,0.0625
21-1870-3908,0.0
21-1870-3912,0.0875
21-1870-3939,0.125
21-1870-3953,0.15
21-1870-3964,0.0
21-1870-3967,0.275
21-1870-3973,0.075
21-1870-3977,0.0
21-1870-398,0.1375
21-1870-3983,0.0
21-1870-3984,0.0
21-1870-3988,0.6
21-1870-3994,0.0
21-1870-4000,0.0
21-1870-4024,0.0
21-1870-4031,0.0125
21-1870-4040,0.45
21-1870-4047,0.0
21-1870-4054,0.3125
21-1870-4064,0.0
21-1870-4157,0.0
21-1870-4173,0.025
21-1870-4174,0.0
21-1870-4197,0.0625
21-1870-4200,0.0
21-1870-4218,0.0
21-1870-4233,0.0
21-1870-4270,0.45
21-1870-4295,0.0
21-1870-4298,0.0
21-1870-4415,0.0
21-1870-4433,0.0
21-1870-4464,0.175
21-1870-4486,0.0
21-1870-4488,0.0375
21-1870-4508,0.0
21-1870-4546,0.0
21-1870-4552,0.175
21-1870-457,0.0
21-1870-4580,0.0
21-1870-4604,0.0
21-1870-4610,0.0
21-1870-4615,0.0
21-1870-4633,0.0
21-1870-4634,0.2875
21-1870-4644,0.0375
21-1870-4647,0.0125
21-1870-4650,0.0
21-1870-4654,0.0
21-1870-4669,0.0
21-1870-4671,0.0
21-1870-4701,0.0
21-1870-4702,0.0
21-1870-4712,0.1
21-1870-4713,0.275
21-1870-4718,0.2
21-1870-4719,0.25
21-1870-4720,0.2125
21-1870-4724,0.35
21-1870-4732,0.0
21-1870-4736,0.0
21-1870-4744,0.0
21-1870-4750,0.0125
21-1870-4755,0.0
21-1870-4763,0.0
21-1870-4770,0.0
21-1870-4778,0.2875
21-1870-4790,0.0
21-1870-4791,0.05
21-1870-4798,0.0
21-1870-4815,0.0
21-1870-4844,0.225
21-1870-4861,0.1375
21-1870-4872,0.0
21-1870-488,0.0
21-1870-4887,0.0
21-1870-4906,0.0
21-1870-4938,0.075
21-1870-4941,0.525
21-1870-4947,0.0
21-1870-4956,0.0
21-1870-4988,0.0
21-1870-4993,0.05
21-1870-521,0.0
21-1870-533,0.0
21-1870-571,0.0
21-1870-586,0.0
21-1870-6,0.0
21-1870-601,0.0
21-1870-622,0.0
21-1870-636,0.125
21-1870-639,0.0
21-1870-64,0.0
21-1870-642,0.0
21-1870-651,0.0
21-1870-655,0.0
21-1870-657,0.0375
21-1870-677,0.0125
21-1870-703,0.4875
21-1870-713,0.0
21-1870-714,0.0
21-1870-725,0.0125
21-1870-727,0.15
21-1870-733,0.175
21-1870-734,0.1
21-1870-745,0.0375
21-1870-747,0.0
21-1870-8,0.0
21-1870-829,0.0
21-1870-846,0.0625
21-1870-855,0.0125
21-1870-862,0.0
21-1870-869,0.0125
21-1870-890,0.0
21-1870-95,0.0
21-1870-960,0.0
21-1870-961,0.025
21-187J-1002,0.0
21-187J-1042,0.0
21-187J-1048,0.0
21-187J-1060,1.0
21-187J-1064,0.0
21-187J-1065,0.0
21-187J-1082,0.125
21-187J-1099,0.0
21-187J-11,0.0
21-187J-1101,0.0
21-187J-1121,0.3
21-187J-1145,0.0
21-187J-115,0.0
21-187J-1158,0.0
21-187J-1161,0.0
21-187J-1181,0.0
21-187J-1203,0.0
21-187J-1228,0.0
21-187J-1236,0.0
21-187J-1248,1.0
21-187J-1259,0.0
21-187J-1262,0.025
21-187J-1269,0.0
21-187J-1274,0.0
21-187J-1289,0.0
21-187J-1290,0.1125
21-187J-13,0.0
21-187J-1310,0.0125
21-187J-1332,0.0
21-187J-1351,0.3
21-187J-1362,0.0
21-187J-1363,0.0
21-187J-1366,0.05
21-187J-1370,0.0
21-187J-1371,0.0
21-187J-1373,0.0
21-187J-1379,0.0
21-187J-1387,0.1375
21-187J-1394,0.75
21-187J-1467,0.1625
21-187J-1470,0.025
21-187J-1472,0.0
21-187J-1477,0.05
21-187J-1493,0.3375
21-187J-1583,0.0
21-187J-1593,0.0
21-187J-1594,0.025
21-187J-1600,0.0
21-187J-1607,0.15
21-187J-1616,0.0
21-187J-1632,0.0
21-187J-1644,0.225
21-187J-1661,0.3125
21-187J-1674,0.0
21-187J-1677,0.0
21-187J-1680,0.0
21-187J-1687,0.025
21-187J-1703,0.0125
21-187J-1704,0.0
21-187J-1716,0.0
21-187J-1720,0.1375
21-187J-1721,0.0
21-187J-1723,0.1125
21-187J-173,0.0
21-187J-1740,0.0
21-187J-1749,0.0125
21-187J-1760,0.0
21-187J-1771,0.1
21-187J-1791,0.0
21-187J-1800,0.0
21-187J-1802,0.0
21-187J-1804,0.175
21-187J-1884,0.0
21-187J-1916,0.0
21-187J-1925,0.0
21-187J-1930,0.2375
21-187J-1931,0.0
21-187J-1950,0.0
21-187J-1952,0.0
21-187J-1955,0.0
21-187J-1956,0.0
21-187J-1962,0.0
21-187J-1964,0.0
21-187J-1965,0.0
21-187J-1969,0.0
21-187J-1973,0.0
21-187J-1974,0.025
21-187J-1987,0.0
21-187J-1989,0.1
21-187J-1997,0.0
21-187J-20,0.0
21-187J-2001,0.025
21-187J-2008,0.0
21-187J-201,0.0
21-187J-2010,0.0
21-187J-2012,0.15
21-187J-2020,0.0
21-187J-2026,0.0
21-187J-2043,0.0125
21-187J-2063,0.0
21-187J-2069,0.0625
21-187J-2082,0.0
21-187J-2091,0.0
21-187J-2093,0.0
21-187J-2107,0.0
21-187J-2117,0.0
21-187J-2131,0.0
21-187J-214,0.0
21-187J-2168,0.0
21-187J-219,0.3375
21-187J-2191,0.0
21-187J-2193,0.0
21-187J-2194,0.0
21-187J-2196,0.0
21-187J-222,0.6375
21-187J-2222,0.075
21-187J-2224,0.2375
21-187J-2233,0.0
21-187J-2244,0.0
21-187J-2273,0.0
21-187J-2293,0.0
21-187J-2296,0.0
21-187J-23,0.0
21-187J-2300,0.0
21-187J-2313,0.0
21-187J-2322,0.0
21-187J-2327,0.1125
21-187J-233,0.0
21-187J-235,0.4125
21-187J-2350,0.0
21-187J-2367,0.8
21-187J-2368,0.0125
21-187J-2374,0.825
21-187J-2380,0.275
21-187J-2401,0.0
21-187J-2410,0.0
21-187J-2490,0.0
21-187J-2492,0.0
21-187J-2495,0.1375
21-187J-2498,0.0
21-187J-2516,0.2625
21-187J-2529,0.0
21-187J-2547,0.0
21-187J-2551,0.0
21-187J-2559,0.4125
21-187J-256,0.0
21-187J-2568,0.0
21-187J-2581,0.0
21-187J-259,0.35
21-187J-2595,0.0
21-187J-2598,0.2625
21-187J-2603,0.0
21-187J-2607,0.0
21-187J-2618,0.0
21-187J-2619,0.1
21-187J-2623,0.0
21-187J-2625,0.25
21-187J-2626,0.175
21-187J-2644,0.0
21-187J-2673,0.0
21-187J-2683,0.0625
21-187J-2696,0.0
21-187J-270,0.0
21-187J-2759,0.0
21-187J-2761,0.0
21-187J-2775,0.0
21-187J-2787,0.0
21-187J-2788,0.475
21-187J-2789,0.0
21-187J-282,0.2875
21-187J-2829,0.0
21-187J-2876,0.625
21-187J-2882,0.0125
21-187J-2884,0.0
21-187J-2891,0.0
21-187J-2894,0.0
21-187J-2897,0.0
21-187J-2898,0.0
21-187J-2902,0.1
21-187J-2903,0.0
21-187J-2904,0.0
21-187J-2907,0.0
21-187J-2919,0.0
21-187J-292,0.0
21-187J-295,0.0
21-187J-2958,0.0
21-187J-3056,0.05
21-187J-3070,0.025
21-187J-3089,0.125
21-187J-3094,0.0
21-187J-310,0.0
21-187J-3109,0.0
21-187J-3112,0.0
21-187J-313,0.0
21-187J-3147,0.0
21-187J-3153,0.0
21-187J-3169,0.0
21-187J-319,0.0
21-187J-3203,0.0
21-187J-3295,0.0
21-187J-3296,0.5083333333333333
21-187J-332,0.05
21-187J-3325,0.0
21-187J-340,0.225
21-187J-3416,0.0
21-187J-343,0.0
21-187J-3449,0.025
21-187J-3456,0.0
21-187J-3462,0.0
21-187J-3470,0.1125
21-187J-3471,0.0
21-187J-3472,0.0
21-187J-3484,0.0
21-187J-3488,0.0
21-187J-36,0.0
21-187J-360,0.0125
21-187J-3606,0.0
21-187J-3617,0.0
21-187J-3620,0.0
21-187J-364,0.0
21-187J-3641,0.0
21-187J-3669,0.0
21-187J-3678,0.0
21-187J-371,0.0
21-187J-3764,0.0
21-187J-377,0.0
21-187J-3773,0.0
21-187J-3789,0.0125
21-187J-3792,0.0
21-187J-3794,0.0
21-187J-3796,0.0
21-187J-3806,0.0
21-187J-3859,0.0
21-187J-3866,0.0
21-187J-3874,0.375
21-187J-3878,0.0
21-187J-391,0.225
21-187J-395,0.05
21-187J-3959,0.0
21-187J-3973,0.0
21-187J-399,0.0
21-187J-4008,0.0
21-187J-4021,0.0
21-187J-4025,0.0
21-187J-4031,0.0
21-187J-4054,0.0
21-187J-4062,0.0
21-187J-4068,0.0
21-187J-407,0.0
21-187J-4078,0.0
21-187J-4105,0.35
21-187J-4106,0.1375
21-187J-4107,0.0
21-187J-4114,0.0
21-187J-4118,0.0
21-187J-4125,0.0
21-187J-4206,0.0
21-187J-4250,0.0
21-187J-426,0.3375
21-187J-4290,0.15
21-187J-4296,0.0
21-187J-4301,0.0
21-187J-4307,0.4625
21-187J-4339,0.0
21-187J-4410,0.0
21-187J-4450,0.0
21-187J-4461,0.0
21-187J-4462,0.0
21-187J-4473,0.0
21-187J-4477,0.0
21-187J-4481,0.0
21-187J-449,0.0
21-187J-4503,0.1875
21-187J-454,0.395
21-187J-4550,0.1375
21-187J-4561,0.0
21-187J-4598,0.0
21-187J-4613,0.0
21-187J-4630,0.0
21-187J-4660,0.0
21-187J-4661,0.0
21-187J-4670,0.1375
21-187J-4690,0.475
21-187J-4713,0.0
21-187J-472,0.125
21-187J-4720,0.0
21-187J-4750,0.0
21-187J-4752,0.0
21-187J-4755,0.0
21-187J-4762,0.0
21-187J-4769,0.0
21-187J-4772,0.0
21-187J-478,0.575
21-187J-4794,0.0
21-187J-4809,0.3125
21-187J-4814,0.0
21-187J-4844,0.0625
21-187J-4847,0.95
21-187J-4853,0.0
21-187J-4856,0.0
21-187J-4863,0.0
21-187J-4870,0.0
21-187J-4873,0.1375
21-187J-4892,0.0
21-187J-49,0.0
21-187J-4923,0.0
21-187J-4932,0.0375
21-187J-4938,0.0
21-187J-495,0.0
21-187J-4950,0.1
21-187J-4954,0.225
21-187J-509,0.075
21-187J-512,0.1
21-187J-517,0.2375
21-187J-525,0.5625
21-187J-528,0.0
21-187J-529,0.0
21-187J-535,0.0
21-187J-548,0.0
21-187J-551,0.0
21-187J-566,0.0
21-187J-581,0.0
21-187J-592,0.0
21-187J-597,0.0
21-187J-616,0.0
21-187J-618,0.0
21-187J-622,0.0
21-187J-627,0.0625
21-187J-631,0.45
21-187J-636,0.0
21-187J-640,0.0875
21-187J-651,0.0
21-187J-664,0.2
21-187J-67,0.0
21-187J-673,0.1
21-187J-675,0.125
21-187J-676,0.2125
21-187J-690,0.325
21-187J-700,0.1375
21-187J-71,0.0
21-187J-723,0.0
21-187J-791,0.0
21-187J-80,0.0
21-187J-81,0.0
21-187J-815,0.0
21-187J-844,0.0
21-187J-852,0.0
21-187J-861,0.0
21-187J-866,0.525
21-187J-867,0.0
21-187J-868,0.0
21-187J-885,0.1375
21-187J-899,0.0125
21-187J-901,0.1875
21-187J-905,0.3875
21-187J-919,0.0
21-187J-943,0.025
21-187J-944,0.05
21-187J-945,0.0
21-187J-950,0.0
21-187J-954,0.0
21-187J-956,0.0
21-187J-962,0.0
21-187J-981,0.3
21-187J-982,0.0
21-187K-1,0.0
21-187K-1064,0.85
21-187K-1079,0.55
21-187K-1121,0.275
21-187K-1155,0.0
21-187K-1185,0.0
21-187K-1196,0.0
21-187K-1216,0.0
21-187K-1219,0.0
21-187K-1243,0.0
21-187K-1260,0.0
21-187K-128,0.0
21-187K-131,0.0
21-187K-1314,0.0
21-187K-1317,0.1
21-187K-1360,0.0
21-187K-1365,0.2
21-187K-1372,0.0375
21-187K-1403,0.0
21-187K-143,0.0875
21-187K-1465,0.0
21-187K-1482,0.0
21-187K-1539,0.0125
21-187K-1586,0.0
21-187K-1593,0.0
21-187K-161,0.0
21-187K-1619,0.0
21-187K-1705,0.0
21-187K-1768,0.0
21-187K-1861,0.0
21-187K-1900,0.0
21-187K-1951,0.0
21-187K-198,0.0
21-187K-2005,0.575
21-187K-2007,0.0125
21-187K-2013,0.0125
21-187K-2016,0.05
21-187K-207,0.0125
21-187K-2178,0.0
21-187K-2217,0.8
21-187K-229,0.0
21-187K-2294,0.0
21-187K-2296,0.0
21-187K-2307,0.05
21-187K-2367,0.0
21-187K-2465,0.0
21-187K-2471,0.0125
21-187K-2476,0.0
21-187K-2517,0.225
21-187K-2569,0.0375
21-187K-2599,0.0
21-187K-2607,0.0
21-187K-2617,0.0
21-187K-2698,0.0
21-187K-2715,0.175
21-187K-2738,0.0
21-187K-2760,0.0
21-187K-2811,0.0
21-187K-286,0.425
21-187K-2909,0.0
21-187K-2912,0.0
21-187K-2968,0.0
21-187K-301,0.1125
21-187K-3044,0.0875
21-187K-309,0.05
21-187K-3092,0.3125
21-187K-3094,0.1125
21-187K-315,0.0
21-187K-3181,0.0
21-187K-32,0.0
21-187K-3232,0.0
21-187K-3252,0.3125
21-187K-3255,0.0
21-187K-329,0.025
21-187K-338,0.0
21-187K-339,0.0
21-187K-3422,0.0
21-187K-3429,0.1125
21-187K-3475,0.05
21-187K-348,0.2125
21-187K-3483,0.0
21-187K-3497,0.05
21-187K-3503,0.05
21-187K-3517,0.025
21-187K-3613,0.0
21-187K-3697,0.5125
21-187K-3710,0.175
21-187K-3716,0.0
21-187K-372,0.3625
